1,0.000000,269.661008
2,0.000000,245.398770
3,0.000000,219.115184
4,0.000000,196.320103
5,0.000000,163.959710
6,0.000000,136.131365
7,0.000000,115.298179
8,0.000000,-21.742497
9,0.000000,45.815010
10,0.000000,184.600340
11,0.000000,178.952265
12,0.000000,212.646582
13,0.000000,209.476966
14,0.000000,204.014073
15,0.000000,198.212299
16,0.000000,188.678803
17,0.000000,174.689585
18,0.000000,158.587719
19,0.000000,134.778948
20,0.000000,109.941560
21,0.000000,106.549809
22,0.000000,119.824032
23,0.000000,133.154065
24,0.000000,123.499328
25,0.000000,156.609214
26,0.000000,162.700422
27,0.000000,165.172760
28,0.000000,165.947949
29,0.000000,162.884818
30,0.000000,154.477501
31,0.000000,148.278764
32,0.000000,138.484083
33,0.000000,131.446446
34,0.000000,127.959657
35,0.000000,125.943486
36,0.000000,126.402725
37,0.000000,131.331950
38,0.000000,135.530046
39,0.000000,139.046757
40,0.000000,141.901580
41,0.000000,143.220576
42,0.000000,142.910428
43,0.000000,139.756252
44,0.000000,138.594393
45,0.000000,134.853060
46,0.000000,131.160210
47,0.000000,128.036169
48,0.000000,125.995471
49,0.000000,125.241231
50,0.000000,125.732466
51,0.000000,126.511178
52,0.000000,127.502614
53,0.000000,128.597649
54,0.000000,129.200334
55,0.000000,129.296172
56,0.000000,128.963340
57,0.000000,127.879239
58,0.000000,126.307000
59,0.000000,124.547158
60,0.000000,122.873207
61,0.000000,121.467640
62,0.000000,120.349032
63,0.000000,119.824857
64,0.000000,119.501872
65,0.000000,119.426789
66,0.000000,119.460174
67,0.000000,119.484995
68,0.000000,119.391377
69,0.000000,119.096527
70,0.000000,118.527041
71,0.000000,117.737274
72,0.000000,116.827205
73,0.000000,115.843815
74,0.000000,114.885844
75,0.000000,114.032648
76,0.000000,113.302513
77,0.000000,112.716485
78,0.000000,112.263203
79,0.000000,111.906412
80,0.000000,111.591245
81,0.000000,111.261542
82,0.000000,110.893438
83,0.000000,110.438127
84,0.000000,109.897846
85,0.000000,109.280811
86,0.000000,108.612184
87,0.000000,107.924476
88,0.000000,107.249058
89,0.000000,106.607526
90,0.000000,106.017572
91,0.000000,105.486279
92,0.000000,105.003091
93,0.000000,104.554594
94,0.000000,104.122814
95,0.000000,103.687043
96,0.000000,103.231987
97,0.000000,102.748127
98,0.000000,102.233109
99,0.000000,101.691046
100,0.000000,101.131484
101,0.000000,100.567679
102,0.000000,100.010124
103,0.000000,99.469158
104,0.000000,98.950587
105,0.000000,98.456300
106,0.000000,97.984181
107,0.000000,97.528732
108,0.000000,97.082253
109,0.000000,96.637355
110,0.000000,96.188000
111,0.000000,95.729821
112,0.000000,95.261579
113,0.000000,94.784492
114,0.000000,94.301482
115,0.000000,93.816611
116,0.000000,93.334044
117,0.000000,92.857270
118,0.000000,92.388519
119,0.000000,91.928540
120,0.000000,91.476654
121,0.000000,91.030895
122,0.000000,90.588861
123,0.000000,90.148094
124,0.000000,89.706666
125,0.000000,89.263465
126,0.000000,88.818277
127,0.000000,88.371699
128,0.000000,87.924996
129,0.000000,87.479751
130,0.000000,87.037464
131,0.000000,86.599343
132,0.000000,86.166059
133,0.000000,85.737680
134,0.000000,85.313739
135,0.000000,84.893387
136,0.000000,84.475597
137,0.000000,84.059382
138,0.000000,83.643972
139,0.000000,83.228932
140,0.000000,82.814190
141,0.000000,82.400022
142,0.000000,81.986943
143,0.000000,81.575589
144,0.000000,81.166576
145,0.000000,80.760385
146,0.000000,80.357286
147,0.000000,79.957322
148,0.000000,79.560323
149,0.000000,79.165964
150,0.000000,78.773845
151,0.000000,78.383577
152,0.000000,77.994844
153,0.000000,77.607456
154,0.000000,77.221362
155,0.000000,76.836639
156,0.000000,76.453458
157,0.000000,76.072037
158,0.000000,75.692590
