5750,84,34,100,1.000000,1.000000,Invalid Lactation value.
5751,96,33,100,1.000000,1.000000,Invalid Lactation value.
5752,112,34,100,1.000000,1.000000,Invalid Lactation value.
5753,114,32,100,1.000000,1.000000,Invalid Lactation value.
5754,87,33,100,1.000000,1.000000,Invalid Lactation value.
5755,124,34,100,1.000000,1.000000,Invalid Lactation value.
5756,88,31,100,1.000000,1.000000,Invalid Lactation value.
5757,67,31,100,1.000000,1.000000,Invalid Lactation value.
5758,140,32,100,1.000000,1.000000,Invalid Lactation value.
5759,107,32,100,1.000000,1.000000,Invalid Lactation value.
5760,139,32,100,1.000000,1.000000,Invalid Lactation value.
5761,49,29,100,1.000000,1.000000,Invalid Lactation value.
5762,140,35,100,1.000000,1.000000,Invalid Lactation value.
5763,126,39,100,1.000000,1.000000,Invalid Lactation value.
5764,82,29,100,1.000000,1.000000,Invalid Lactation value.
5765,175,32,100,1.000000,1.000000,Invalid Lactation value.
5766,104,36,100,1.000000,1.000000,Invalid Lactation value.
5767,80,35,100,1.000000,1.000000,Invalid Lactation value.
5768,139,35,100,1.000000,1.000000,Invalid Lactation value.
5769,23,37,100,1.000000,1.000000,Invalid Lactation value.
5770,175,35,100,1.000000,1.000000,Invalid Lactation value.
5771,187,35,100,1.000000,1.000000,Invalid Lactation value.
5772,59,35,100,1.000000,1.000000,Invalid Lactation value.
5773,79,36,100,1.000000,1.000000,Invalid Lactation value.
5774,96,25,100,1.000000,1.000000,Invalid Lactation value.
5775,130,41,100,1.000000,1.000000,Invalid Lactation value.
5776,78,41,100,1.000000,1.000000,Invalid Lactation value.
5777,58,35,100,1.000000,1.000000,Invalid Lactation value.
5778,161,35,100,1.000000,1.000000,Invalid Lactation value.
5779,79,36,100,1.000000,1.000000,Invalid Lactation value.
5780,48,43,100,1.000000,1.000000,Invalid Lactation value.
5781,28,43,100,1.000000,1.000000,Invalid Lactation value.
5782,73,27,100,1.000000,1.000000,Invalid Lactation value.
5783,233,36,100,1.000000,1.000000,Invalid Lactation value.
5784,44,37,100,1.000000,1.000000,Invalid Lactation value.
5785,30,19,100,1.000000,1.000000,Invalid Lactation value.
5786,77,35,100,1.000000,1.000000,Invalid Lactation value.
5787,141,35,100,1.000000,1.000000,Invalid Lactation value.
5788,136,35,100,1.000000,1.000000,Invalid Lactation value.
5789,134,33,100,1.000000,1.000000,Invalid Lactation value.
5790,91,34,100,1.000000,1.000000,Invalid Lactation value.
5791,98,42,100,1.000000,1.000000,Invalid Lactation value.
5792,163,41,100,1.000000,1.000000,Invalid Lactation value.
5793,79,34,100,1.000000,1.000000,Invalid Lactation value.
5794,120,35,100,1.000000,1.000000,Invalid Lactation value.
5795,128,33,100,1.000000,1.000000,Invalid Lactation value.
5796,121,35,100,1.000000,1.000000,Invalid Lactation value.
5797,167,34,100,1.000000,1.000000,Invalid Lactation value.
5798,80,34,100,1.000000,1.000000,Invalid Lactation value.
5799,132,32,100,1.000000,1.000000,Invalid Lactation value.
5800,84,42,100,1.000000,1.000000,Invalid Lactation value.
5801,168,33,100,1.000000,1.000000,Invalid Lactation value.
5802,92,25,100,1.000000,1.000000,Invalid Lactation value.
5803,103,40,100,1.000000,1.000000,Invalid Lactation value.
5804,123,39,100,1.000000,1.000000,Invalid Lactation value.
5805,165,39,100,1.000000,1.000000,Invalid Lactation value.
5806,79,33,100,1.000000,1.000000,Invalid Lactation value.
5807,146,41,100,1.000000,1.000000,Invalid Lactation value.
5808,149,41,100,1.000000,1.000000,Invalid Lactation value.
5809,169,41,100,1.000000,1.000000,Invalid Lactation value.
5810,169,41,100,1.000000,1.000000,Invalid Lactation value.
5811,102,35,100,1.000000,1.000000,Invalid Lactation value.
5812,156,33,100,1.000000,1.000000,Invalid Lactation value.
5813,140,41,100,1.000000,1.000000,Invalid Lactation value.
5814,117,36,100,1.000000,1.000000,Invalid Lactation value.
5815,167,40,100,1.000000,1.000000,Invalid Lactation value.
5816,58,28,100,1.000000,1.000000,Invalid Lactation value.
5817,97,43,100,1.000000,1.000000,Invalid Lactation value.
5818,48,27,100,1.000000,1.000000,Invalid Lactation value.
5819,164,41,100,1.000000,1.000000,Invalid Lactation value.
5820,134,41,100,1.000000,1.000000,Invalid Lactation value.
5821,122,40,100,1.000000,1.000000,Invalid Lactation value.
5822,153,42,100,1.000000,1.000000,Invalid Lactation value.
5823,85,34,100,1.000000,1.000000,Invalid Lactation value.
5824,155,40,100,1.000000,1.000000,Invalid Lactation value.
5825,37,37,100,1.000000,1.000000,Invalid Lactation value.
5826,197,41,100,1.000000,1.000000,Invalid Lactation value.
5827,135,35,100,1.000000,1.000000,Invalid Lactation value.
5828,142,40,100,1.000000,1.000000,Invalid Lactation value.
5829,57,28,100,1.000000,1.000000,Invalid Lactation value.
5830,98,34,100,1.000000,1.000000,Invalid Lactation value.
5831,67,34,100,1.000000,1.000000,Invalid Lactation value.
5832,90,34,100,1.000000,1.000000,Invalid Lactation value.
5833,191,33,100,1.000000,1.000000,Invalid Lactation value.
5834,167,34,100,1.000000,1.000000,Invalid Lactation value.
5835,120,32,100,1.000000,1.000000,Invalid Lactation value.
5836,142,35,100,1.000000,1.000000,Invalid Lactation value.
5837,167,34,100,1.000000,1.000000,Invalid Lactation value.
