0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
